"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"29","RT @aransistore: 10명중 4명이 사먹는 물 '삼다수'..이르면 다음주부터 마트·편의점서 못산다 | 다음 뉴스 https://t.co/DdvhkMZdui

불합리해 보이고 괜한 피해를 보는 것 같아도, 결국 근로자 안전을 평소에 못 챙기…",FALSE,0,NA,2018-11-25 13:17:14,FALSE,NA,"1066682222709633028",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RealHwantastic",3289,TRUE,FALSE,NA,NA
"30","RT @NewtS__: 머글에게 산타는 '대한통운' 이라고 통칭되는군요! https://t.co/qLugnjzkoj",FALSE,0,NA,2018-11-25 13:17:12,FALSE,NA,"1066682214262296577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Himari_3225",12,TRUE,FALSE,NA,NA
"31","@HOSHl__JJANG 마플왜그래요 대한통운..",FALSE,1,"HOSHl__JJANG",2018-11-25 13:15:18,FALSE,"1066679210813444096","1066681733947375616","918755445551927297","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ROSENITY_0211DN",0,FALSE,FALSE,NA,NA
"32","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 13:07:46,FALSE,NA,"1066679840604966912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zmsdntks",4068,TRUE,FALSE,NA,NA
"33","@Official_Udan 와지 씨제이아녀?? 항상 대한통운아저씨가 줬는디",FALSE,0,"Official_Udan",2018-11-25 12:55:53,FALSE,"1066676042398498817","1066676850498269185","905071739033460736","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WIDDING1226",0,FALSE,FALSE,NA,NA
"34","RT @csswook: “저는 주먹밥 하나 먹고 하루 17시간 일하는 CJ대한통운 택배기사입니다” https://t.co/hFWJFCNZwY “원씨가 일하는 터미널에는 10톤 화물 트럭이 하루에 8대~12대가 들어온다. 트럭 한 대당 적게는 몇 백개…",FALSE,0,NA,2018-11-25 12:54:01,FALSE,NA,"1066676379691900928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeeru_123",12351,TRUE,FALSE,NA,NA
"35","망했어요..지금 대한통운 광주에서 파업중이라 앨범 언제올지 모르겠어요 ㅠㅠㅠㅠㅠㅜㅜ 심져 공식키트도 cj같은디 ㅠㅠㅠㅜㅜ",FALSE,4,NA,2018-11-25 12:50:53,FALSE,NA,"1066675589350707201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WIDDING1226",0,FALSE,FALSE,NA,NA
"36","RT @NewtS__: 머글에게 산타는 '대한통운' 이라고 통칭되는군요! https://t.co/qLugnjzkoj",FALSE,0,NA,2018-11-25 12:41:37,FALSE,NA,"1066673258932699136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NewtS__",12,TRUE,FALSE,NA,NA
"37","RT @NewtS__: 대한통운에게 평화를 소원으로 빌어보세요. https://t.co/aQiSxmLpL4",FALSE,0,NA,2018-11-25 12:41:29,FALSE,NA,"1066673227307507712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MACUSA_Tina",2,TRUE,FALSE,NA,NA
"38","(대한통운?)",FALSE,1,NA,2018-11-25 12:41:04,FALSE,NA,"1066673120805773312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rosier_FB",0,FALSE,FALSE,NA,NA
"39","대한통운에게 평화를 소원으로 빌어보세요. https://t.co/aQiSxmLpL4",FALSE,2,NA,2018-11-25 12:40:51,FALSE,NA,"1066673065587867648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NewtS__",2,FALSE,FALSE,NA,NA
"40","RT @__2iya: 대한통운 파업하는ㄴ것 때문에 불편하셔도 앞뒤 사정 모르고 욕하시면.......,., ㅜㅜ https://t.co/AQDAaKrSKS",FALSE,0,NA,2018-11-25 12:36:52,FALSE,NA,"1066672065783025665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stillyoungto",4674,TRUE,FALSE,NA,NA
"41","RT @To_my_sub: 🌹
수요일 물건을 수령해서 포장 후 목요일에 발송하기로 결정되었습니다. 대한통운이 아닌 타택배사로 배송지연은 없을 것 같습니다! 늦어져서 죄송합니다. 기다려주셔서 감사해요, 추운데 모두 감기조심하세요😊",FALSE,0,NA,2018-11-25 12:30:53,FALSE,NA,"1066670556953567232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","florescence321",3,TRUE,FALSE,NA,NA
"42","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 12:30:35,FALSE,NA,"1066670482815049728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xcv_xxcv",4068,TRUE,FALSE,NA,NA
"43","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 12:26:35,FALSE,NA,"1066669477717102592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rm4zAI1NVd1Y9Hz",4068,TRUE,FALSE,NA,NA
"44","광주 대한통운 전부 파업해서 올 생각을 안 하는 마리끌레드? https://t.co/25YnhAomTr",FALSE,0,NA,2018-11-25 12:25:15,FALSE,NA,"1066669140868456449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wolfdog_96",0,FALSE,FALSE,NA,NA
"45","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 12:23:14,FALSE,NA,"1066668634615902208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jaylon_JJudy",4068,TRUE,FALSE,NA,NA
"46","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 12:19:20,FALSE,NA,"1066667652263829506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","namuda77",4068,TRUE,FALSE,NA,NA
"47","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 12:17:38,FALSE,NA,"1066667223375261696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hcartoon1",4068,TRUE,FALSE,NA,NA
"48","@ring_dd 세관을 나와도 대한통운이 보내주질 않을거에요😭 제꺼는 동네까지 왔다가 도루 인천에 가는중인걸요ㅠㅠㅠㅠ 대체 언제나 보내줄건지😫😵",FALSE,0,"ring_dd",2018-11-25 12:12:41,FALSE,"1066663282730102784","1066665979483107328","724629369335873537","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kokovong1",0,FALSE,FALSE,NA,NA
"49","바로 그제 금욜 오전에 산 신발이 토욜 저녁에 왔다 이렇게 말도 안되게 빨리 받기 위해서 몇명의 노동자들이 갈아넣어졌을까 생각하면 너무나 응원받아야하고 대한통운 뿐만 아니라 모든 기사님들의 환경은 개선되어야하겠지",FALSE,0,"insangmuaitnya",2018-11-25 11:59:04,FALSE,"1066661954507309057","1066662550966689792","939403832110354432","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","insangmuaitnya",0,FALSE,FALSE,NA,NA
"50","*당분간 일부 지역의 택배는 '대한통운&gt;우체국' 으로 변경되어 발송 됩니다.
변경된 택배비는 1호 상자 기준 4000부터 추가되며, 택배로 물품을 구매 하시는 분들에겐 별도의 안내 드리도록 하겠습니다.",FALSE,1,NA,2018-11-25 11:58:34,FALSE,NA,"1066662423703171072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cani_0724",0,FALSE,FALSE,NA,NA
"51","대한통운 기사님들 응원합니다 하다가도 그새 잊고 시발 내 택배 왜 안와 를 반복하는 나날들",FALSE,0,NA,2018-11-25 11:55:45,FALSE,NA,"1066661715897540608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","insangmuaitnya",0,FALSE,FALSE,NA,NA
"52","RT @goldpoohs2: ::허니팟🍯:: 배송은 파업 지역은 우체국(목요일 일괄), 파업 지역이 아닌곳은 내일부터 대한통운으로 발송됩니다. (정상 배송이 가능한 곳만 접수가 가능하며, 평소와 같이 배송된다는 답변을 받았습니다.) 배송 후 트위터/…",FALSE,0,NA,2018-11-25 11:44:12,FALSE,NA,"1066658809874014208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","hjd1931k",4,TRUE,FALSE,NA,NA
"53","RT @goldpoohs2: ::허니팟🍯:: 배송은 파업 지역은 우체국(목요일 일괄), 파업 지역이 아닌곳은 내일부터 대한통운으로 발송됩니다. (정상 배송이 가능한 곳만 접수가 가능하며, 평소와 같이 배송된다는 답변을 받았습니다.) 배송 후 트위터/…",FALSE,0,NA,2018-11-25 11:39:48,FALSE,NA,"1066657702091284480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goldpoohs2",4,TRUE,FALSE,NA,NA
"54","RT @masterkeaton1: 중학생까지 야간노동을 시킨 혹은 방기한  cj 대한통운, (배달중 사고로 사망한)무면허 10대에게 오토바이 배달을 맡긴 치킨집 사장. 왜 한국 사회는 아직도 아동착취 노동이 만연한 채로 남아 있어야 하나? 마음이 많…",FALSE,0,NA,2018-11-25 11:29:08,FALSE,NA,"1066655019263393792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hosanhorang",4068,TRUE,FALSE,NA,NA
"55","RT @NewtS__: 머글에게 산타는 '대한통운' 이라고 통칭되는군요! https://t.co/qLugnjzkoj",FALSE,0,NA,2018-11-25 11:27:04,FALSE,NA,"1066654497567461376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leafgreen_9",12,TRUE,FALSE,NA,NA
"56","RT @NewtS__: 머글에게 산타는 '대한통운' 이라고 통칭되는군요! https://t.co/qLugnjzkoj",FALSE,0,NA,2018-11-25 11:10:09,FALSE,NA,"1066650239996764161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bite_126",12,TRUE,FALSE,NA,NA
"57","RT @NewtS__: 올해 머글 여러분에게 대한통운이 멋진 선물을 전하러 다녀가길 바랍니다.",FALSE,0,NA,2018-11-25 11:08:31,FALSE,NA,"1066649828216627200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MACUSA_Tina",2,TRUE,FALSE,NA,NA
"58","RT @NewtS__: 머글에게 산타는 '대한통운' 이라고 통칭되는군요! https://t.co/qLugnjzkoj",FALSE,0,NA,2018-11-25 11:08:28,FALSE,NA,"1066649819127545857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MACUSA_Tina",12,TRUE,FALSE,NA,NA
"59","RT @NewtS__: 올해 머글 여러분에게 대한통운이 멋진 선물을 전하러 다녀가길 바랍니다.",FALSE,0,NA,2018-11-25 11:00:05,FALSE,NA,"1066647708507693057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Newtlovemen",2,TRUE,FALSE,NA,NA
"60","올해 머글 여러분에게 대한통운이 멋진 선물을 전하러 다녀가길 바랍니다.",FALSE,5,NA,2018-11-25 10:59:28,FALSE,NA,"1066647553234616320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NewtS__",2,FALSE,FALSE,NA,NA
"61","머글에게 산타는 '대한통운' 이라고 통칭되는군요! https://t.co/qLugnjzkoj",FALSE,4,NA,2018-11-25 10:57:50,FALSE,NA,"1066647140674535427",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NewtS__",12,FALSE,FALSE,NA,NA
"62","2년 전 대한통운 기사님이 토요일 이브날에 저에게 준 선물상자를 기억하고있어요 
(뉴트 지팡이 산거 배송온)",FALSE,1,NA,2018-11-25 10:56:50,FALSE,NA,"1066646889112600576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Newtlovemen",0,FALSE,FALSE,NA,NA
